Id,Label,SemanticCluster,ClusterTerms,TotalPapers,TopClusterCount
Farreras V,Farreras V,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Alistair Hunt,Alistair Hunt,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Hutchison M,Hutchison M,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Jeanrenaud C,Jeanrenaud C,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Kaderjak P,Kaderjak P,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Maca V,Maca V,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Markiewicz O,Markiewicz O,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Markowska A,Markowska A,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Metcalf H,Metcalf H,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Navrud S,Navrud S,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Nielsen Seested j,Nielsen Seested j,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Ortiz R,Ortiz R,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Pellegrini S,Pellegrini S,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Rabl A,Rabl A,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Riera R,Riera R,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Scasny M,Scasny M,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Stoeckel M-e,Stoeckel M-e,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Szanto R,Szanto R,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Urban J,Urban J,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Tadeusz Kadziela,Tadeusz Kadziela,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Jacob Lariviere,Jacob Lariviere,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",2,1
Margrethe Aanesen,Margrethe Aanesen,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",2,1
Jannike Falk-petersen,Jannike Falk-petersen,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",2,1
Dugald Tinch,Dugald Tinch,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1
Malgorzata Buszko-briggs,Malgorzata Buszko-briggs,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1
Marek Giergiczny,Marek Giergiczny,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",3,1
Tomasz Zylicz,Tomasz Zylicz,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",2,1
Per Angelstam,Per Angelstam,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Wiktor Budzinski,Wiktor Budzinski,Noise,,2,1
Danny Campbell,Danny Campbell,Noise,,1,1
William H greene,William H greene,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1
Heini Ahtiainen,Heini Ahtiainen,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Janne Artell,Janne Artell,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Linus Hasselstrom,Linus Hasselstrom,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Anni Huhtala,Anni Huhtala,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
James Cr smart,James Cr smart,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Tore Soderqvist,Tore Soderqvist,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Mohammed H alemu,Mohammed H alemu,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Daija Angeli,Daija Angeli,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Kim Dahlbo,Kim Dahlbo,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Vivi Fleming-lehtinen,Vivi Fleming-lehtinen,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Aljona Karloseva,Aljona Karloseva,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Yulia Khaleeva,Yulia Khaleeva,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Marie Maar,Marie Maar,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Louise Martinsen,Louise Martinsen,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Tea Nommann,Tea Nommann,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Kristine Pakalniete,Kristine Pakalniete,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Ieva Oskolokaite,Ieva Oskolokaite,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Daiva Semeniene,Daiva Semeniene,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Claire Armstrong,Claire Armstrong,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1
Stale Navrud,Stale Navrud,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1
Christian A vossler,Christian A vossler,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1
Aleksandra Wisniewska,Aleksandra Wisniewska,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1
Katarzyna Zagorska,Katarzyna Zagorska,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1
Olga Kiuila,Olga Kiuila,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",18,13
Thomas F rutherford,Thomas F rutherford,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",5,4
Peter Mieszkowski,Peter Mieszkowski,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Jerzy Sleszynski,Jerzy Sleszynski,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",2,2
Michal Antoszewski,Michal Antoszewski,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Jakub Boratynski,Jakub Boratynski,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Magdalena Zachlod-jelec,Magdalena Zachlod-jelec,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Krzysztof Wojtowicz,Krzysztof Wojtowicz,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",2,2
Maciej Cygler,Maciej Cygler,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Robert Jeszke,Robert Jeszke,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Maciej Pyrka,Maciej Pyrka,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Przemyslaw Sikora,Przemyslaw Sikora,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Jan Gaska,Jan Gaska,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Erika Jorgensen,Erika Jorgensen,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Leszek Kasek,Leszek Kasek,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",2,2
Ryszard Malarski,Ryszard Malarski,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Wojciech Rabiega,Wojciech Rabiega,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Anil Markandya,Anil Markandya,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",2,1
Milan Scasny,Milan Scasny,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Grzegorz Peszko,Grzegorz Peszko,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Thomas Rutherford,Thomas Rutherford,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Emilia Lewczuk,Emilia Lewczuk,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Pawel Kaczmarczyk,Pawel Kaczmarczyk,Noise,,16,9
Marek Okolski,Marek Okolski,Noise,,6,4
Agata Gorny,Agata Gorny,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",4,3
Michal Boni,Michal Boni,Noise,,1,1
Maciej Duszczyk,Maciej Duszczyk,Noise,,2,1
Renata Stefanska,Renata Stefanska,Noise,,1,1
Andrzej Kubisiak,Andrzej Kubisiak,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Anne White,Anne White,Noise,,1,1
Izabela Grabowska,Izabela Grabowska,Noise,,1,1
Krystyna Slany,Krystyna Slany,Noise,,1,1
Monika Szulecka,Monika Szulecka,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Maciej Bitner,Maciej Bitner,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Urszula Siedlecka,Urszula Siedlecka,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Aneta Stefanczyk,Aneta Stefanczyk,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Mikkel Barslund,Mikkel Barslund,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Matthias Busse,Matthias Busse,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Carlos Vargas-silva,Carlos Vargas-silva,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Timo Baas,Timo Baas,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Mario Izquierdo peinado,Mario Izquierdo peinado,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Juan F jimeno,Juan F jimeno,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Aitor Lacuesta,Aitor Lacuesta,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Bela Galgoczi,Bela Galgoczi,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Janine Leschke,Janine Leschke,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Joanna Nestorowicz,Joanna Nestorowicz,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Krzysztof Kosc,Krzysztof Kosc,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",5,5
Gerli Paat-ahi,Gerli Paat-ahi,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Maria Swiderek,Maria Swiderek,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Janek Saluse,Janek Saluse,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Ain Aaviksoo,Ain Aaviksoo,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Group Eurodrg,Group Eurodrg,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Malgorzata Jablczynska,Malgorzata Jablczynska,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",3,3
Przemyslaw Rys,Przemyslaw Rys,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",4,4
Grzegorz Zakrzewski,Grzegorz Zakrzewski,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",6,6
Mateusz Wywial,Mateusz Wywial,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",3,3
Oleh Bilyk,Oleh Bilyk,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Rafal Sieradzki,Rafal Sieradzki,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Anna Turovtseva,Anna Turovtseva,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Piotr Boguszewski,Piotr Boguszewski,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",15,10
Maria Lissowska,Maria Lissowska,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Departament Stabilnosci finansowej,Departament Stabilnosci finansowej,Noise,,3,2
Dorota Mirowska-wierzbicka,Dorota Mirowska-wierzbicka,Noise,,1,1
Katarzyna Puchalska,Katarzyna Puchalska,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",4,4
Malgorzata Markiewicz,Malgorzata Markiewicz,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Jacek Kocerka,Jacek Kocerka,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Marcin Sienicki,Marcin Sienicki,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Steve Bond,Steve Bond,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",1,1
Arshia Hashemi,Arshia Hashemi,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",1,1
Greg Kaplan,Greg Kaplan,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",2,1
Piotr Zoch,Piotr Zoch,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",4,3
Yu-ting Chiang,Yu-ting Chiang,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",1,1
Quynh Bui,Quynh Bui,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Nguyen Vo,Nguyen Vo,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Jan Grudniewicz,Jan Grudniewicz,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Mateusz Kijewski,Mateusz Kijewski,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Maciej Wysocki,Maciej Wysocki,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",2,2
Maryna Zenkova,Maryna Zenkova,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Baranochnikov I.,Baranochnikov I.,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Slepaczuk R.,Slepaczuk R.,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Michal Latoszek,Michal Latoszek,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Stanislaw Cichocki,Stanislaw Cichocki,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",12,5
Klarita Gerxhani,Klarita Gerxhani,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Piotr Bieniek,Piotr Bieniek,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1
Maria Szczepaniec,Maria Szczepaniec,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1
Josip Franic,Josip Franic,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Velde Der van lucas,Velde Der van lucas,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1
Aleksandra Naganska,Aleksandra Naganska,Noise,,1,1
Maciej Sobolewski,Maciej Sobolewski,Noise,,2,1
Ireneusz Miernik,Ireneusz Miernik,Noise,,1,1
Marcin Malawski,Marcin Malawski,Noise,,1,1
Adele Ossareh,Adele Ossareh,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Mohammad Saeed pourjafar,Mohammad Saeed pourjafar,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Pawel Kowal,Pawel Kowal,Noise,,1,1
Robert Borowski,Robert Borowski,Noise,,2,1
Iana Okhrimenko,Iana Okhrimenko,Noise,,2,1
Wojciech Rogowski,Wojciech Rogowski,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",2,2
Malgorzata Pawlowska,Malgorzata Pawlowska,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Jacek Socha,Jacek Socha,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Maciej Pogorzelski,Maciej Pogorzelski,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1
Przemyslaw Kusztelak,Przemyslaw Kusztelak,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1
Sobolewski Maciej,Sobolewski Maciej,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Miernik Ireneusz,Miernik Ireneusz,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Kopczewski Tomasz,Kopczewski Tomasz,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Muhammad Saeed ashraf,Muhammad Saeed ashraf,Noise,,5,1
Fujun Hou,Fujun Hou,Noise,,6,2
Woo Gon kim,Woo Gon kim,Noise,,1,1
Wasim Ahmad,Wasim Ahmad,Noise,,4,2
Rana Umair ashraf,Rana Umair ashraf,Noise,,19,4
Syed Anees haider zaidi,Syed Anees haider zaidi,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",7,2
Faisal Mehmood mirza,Faisal Mehmood mirza,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1
Zhiqiang Ma,Zhiqiang Ma,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Muhammad Wasif zafar,Muhammad Wasif zafar,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Abdul Haseeb,Abdul Haseeb,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1
Ali Hashemizadeh,Ali Hashemizadeh,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Irfan Khan,Irfan Khan,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",3,2
Syed Ali ashiq kirmani,Syed Ali ashiq kirmani,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",3,1
Muhammad Ilyas,Muhammad Ilyas,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",2,1
Hafiz Muhammad arshad,Hafiz Muhammad arshad,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",1,1
Raja Irfan sabir,Raja Irfan sabir,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",1,1
Muhammad Sohail,Muhammad Sohail,Noise,,1,1
Liangmin Wang,Liangmin Wang,Noise,,1,1
Shunrong Jiang,Shunrong Jiang,Noise,,1,1
Samar Zaineldeen,Samar Zaineldeen,Noise,,1,1
Ijaz Hussain shah,Ijaz Hussain shah,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Shahid Mohammad khan ghauri,Shahid Mohammad khan ghauri,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Ibne Hassan,Ibne Hassan,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1
Naeem Akhtar,Naeem Akhtar,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1
Muhammad Junaid,Muhammad Junaid,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1
Li Mingxing,Li Mingxing,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Ma Zhiqiang,Ma Zhiqiang,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Rashid Saeed,Rashid Saeed,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",2,1
Rab Nawaz lodhi,Rab Nawaz lodhi,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Usama Awan,Usama Awan,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Qamar Uz zaman malik,Qamar Uz zaman malik,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Muhammad Fahad anwar,Muhammad Fahad anwar,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Qamar Uz zaman,Qamar Uz zaman,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Syed Iftikhar ul hassan,Syed Iftikhar ul hassan,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Khurram Abbas,Khurram Abbas,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1
Kateryna Boichenko,Kateryna Boichenko,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Mario Nuno mata,Mario Nuno mata,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Stefan Cristian gherghina,Stefan Cristian gherghina,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1
Shufang Xiao,Shufang Xiao,Cluster 4,"firm, innovation, export, country, productivity, foreign, performance, exporting, empirical, productive",1,1
Fenni Lian,Fenni Lian,Cluster 4,"firm, innovation, export, country, productivity, foreign, performance, exporting, empirical, productive",1,1
Mingxing Li,Mingxing Li,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1
Liangze Ma,Liangze Ma,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1
Muhammad Ahtisham ul haq,Muhammad Ahtisham ul haq,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1
Xianhua Fan,Xianhua Fan,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1
Amber Iqbal,Amber Iqbal,Noise,,1,1
Ayesha Riaz,Ayesha Riaz,Noise,,1,1
David Randall,David Randall,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Marat Khairoutdinov,Marat Khairoutdinov,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",2,2
Akio Arakawa,Akio Arakawa,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Wojciech W grabowski,Wojciech W grabowski,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",17,12
Lian-ping Wang,Lian-ping Wang,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",2,2
Piotr K smolarkiewicz,Piotr K smolarkiewicz,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",2,1
Hugh Morrison,Hugh Morrison,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",4,3
Lier-walqui Van marcus,Lier-walqui Van marcus,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Ann M fridlind,Ann M fridlind,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Jerry Y harrington,Jerry Y harrington,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Corinna Hoose,Corinna Hoose,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Alexei Korolev,Alexei Korolev,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Matthew R kumjian,Matthew R kumjian,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Jason A milbrandt,Jason A milbrandt,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Hanna Pawlowska,Hanna Pawlowska,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Derek J posselt,Derek J posselt,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Olivier P prat,Olivier P prat,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Karly J reimel,Karly J reimel,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Shin-ichiro Shima,Shin-ichiro Shima,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Diedenhoven Van bastiaan,Diedenhoven Van bastiaan,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Lulin Xue,Lulin Xue,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Devenish Bj,Devenish Bj,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Peter Bartello,Peter Bartello,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Brenguier J-l,Brenguier J-l,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Collins Lr,Collins Lr,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Ijzermans Rha,Ijzermans Rha,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Szymon P malinowski,Szymon P malinowski,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Reeks Mw,Reeks Mw,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Vassilicos Jc,Vassilicos Jc,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Wang L-p,Wang L-p,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Warhaft Z,Warhaft Z,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1
Guichard F,Guichard F,Noise,,1,1
Petch Jc,Petch Jc,Noise,,1,1
